Serial,Name,Fl,Birth,Death,Inventory,ScienceField,Index,Duplicate,BirthCountry,WorkCountry,Ethnicity,Woman,No. of Inventories
41542,"Lecocq, Charles",1872,1832,1918,Music.West,,1.00,0,France,France,French,0,
12451,"Leconte de Lisle, Charles",1858,1818,1894,Lit.West,,6.17,0,France,France,French,0,
4855,"Lee, William",1590,1550,1610,Science,Tech,7.83,0,Britain,Britain,English,0,
4857,"Leeuwenhoek, Antoni van",1672,1632,1723,Science,Tech,14.83,0,Netherlands,Netherlands,Dutch,0,
4860,"Legendre, Adrien ",1792,1752,1833,Science,Math,36.24,0,France,France,French,0,
21542,"Leger, Fernand",1921,1881,1955,Art.West,,16.09,0,France,France,French,0,
41552,"Legrenzi, Giovanni",1666,1626,1690,Music.West,,4.48,0,Italy,Italy,Italian,0,
4865,"Lehmann, Johann ",1759,1719,1767,Science,Chem,5.47,0,Germany,Germany,Germanic,0,
21543,"Lehmbruck, Wilhelm",1919,1881,1919,Art.West,,3.31,0,Germany,France,Germanic,0,
21544,"Leibl, Wilhelm",1884,1844,1900,Art.West,,3.01,0,Germany,Germany,Germanic,0,
4868,"Leibniz, Gottfried",1686,1646,1716,Science,Math,71.69,1,Germany,Germany,Germanic,0,3
4868,"Leibniz, Gottfried",1686,1646,1716,Science,Tech,26.49,1,Germany,Germany,Germanic,0,3
30982,"Leibniz, Gottfried",1686,1646,1716,Phil.West,,27.05,1,Germany,Germany,Germanic,0,3
21547,"Lely, Peter (van der Faes)",1658,1618,1680,Art.West,,2.01,0,Germany,Britain,Flemish,0,
4878,"Lemaître, Georges",1934,1894,1966,Science,Astr,17.41,0,Belgium,Belgium,Flemish,0,
4882,"Lenard, Philipp",1902,1862,1947,Science,Phys,18.97,0,Germany,Germany,Germanic,0,
12463,"Lenau, Nikolaus",1842,1802,1850,Lit.West,,5.95,0,Austria,Austria,Germanic,0,
30984,"Lenin, Vladimir",1910,1870,1924,Phil.West,,4.65,0,Russia,Russia,Slavic,0,
4886,"Lenoir, Jean",1862,1822,1900,Science,Tech,23.21,0,Belgium,France,Flemish,0,
4887,"Lenormand, L.S.",1783,,,Science,Tech,7.70,0,France,France,French,0,
4889,"Lenz, Emil ",1844,1804,1865,Science,Eart,14.39,0,Russia,Russia,Slavic,0,
12467,"Lenz, Jakob",1791,1751,1792,Lit.West,,4.07,0,Russia,Germany,Slavic,0,
41566,"Leo, Leonardo ",1734,1694,1744,Music.West,,3.06,0,Italy,Italy,Italian,0,
4897,Leonardo da Vinci,1492,1452,1519,Science,Biol,33.70,1,Italy,Italy,Italian,0,4
4897,Leonardo da Vinci,1492,1452,1519,Science,Phys,13.39,1,Italy,Italy,Italian,0,4
4897,Leonardo da Vinci,1492,1452,1519,Science,Tech,60.36,1,Italy,Italy,Italian,0,4
21556,Leonardo da Vinci,1492,1452,1519,Art.West,,60.96,1,Italy,Italy,Italian,0,4
41567,"Leoncavallo, Ruggerio",1898,1858,1919,Music.West,,3.23,0,Italy,Italy,Italian,0,
41570,Leoninus ,1110,1070,1130,Music.West,,4.91,0,France,France,French,0,
12470,"Leopardi, Giacomo",1837,1798,1837,Lit.West,,13.51,0,Italy,Italy,Italian,0,
41571,Leopold I,1680,1640,1705,Music.West,,1.17,0,Austria,Austria,Germanic,0,
12472,"Lermontov, Mikhail",1841,1814,1841,Lit.West,,12.48,0,Russia,Russia,Scots,0,
12473,"Lesage, Alain Rene",1708,1668,1747,Lit.West,,10.85,0,France,France,French,0,
12475,"Leskov, Nikolay",1871,1831,1895,Lit.West,,7.30,0,Russia,Russia,Slavic,0,
4914,"Lesseps, Ferdinand de",1845,1805,1894,Science,Tech,8.73,0,France,France,French,0,
12477,"Lessing, Gotthold ",1769,1729,1781,Lit.West,,19.79,0,Germany,Germany,Germanic,0,
41573,"Lesueur, Jean",1800,1760,1837,Music.West,,3.81,0,France,France,French,0,
4918,Leucippus of Miletus,-440,,,Science,Science,,1,Anc Greece,Anc Greece,Ancient Greek,0,2
30988,Leucippus of Miletus,-440,,,Phil.West,,3.34,1,Anc Greece,Anc Greece,Ancient Greek,0,2
4927,"Levene, Phoebus",1909,1869,1940,Science,Biol,16.13,0,Russia,USA,Jewish,0,
4932,"Levi-Civita, Tullio",1913,1873,1941,Science,Math,3.98,0,Italy,Italy,Jewish,0,
4933,"Levi-Montalcini, Rita",1949,1909,,Science,Biol,8.15,0,Italy,USA,Jewish,1,
4935,"Levine, Philip",1940,1900,,Science,Biol,12.17,0,Russia,USA,Jewish,0,
4946,"Lewis, Gilbert ",1915,1875,1946,Science,Chem,14.56,0,USA,USA,USA,0,
12484,"Lewis, Matthew ",1815,1775,1818,Lit.West,,2.01,0,Britain,Britain,English,0,
12486,"Lewis, Sinclair",1925,1885,1951,Lit.West,,5.59,0,USA,USA,USA,0,
12493,Li Bo,741,701,762,Lit.China,,86.57,0,China,China,Chinese,0,
21577,Li Cheng,959,919,967,Art.China,,29.56,0,China,China,Chinese,0,
21586,Li Gonglin,1081,1041,1106,Art.China,,44.57,0,China,China,Chinese,0,
12489,Li He,816,790,816,Lit.China,,15.43,0,China,China,Chinese,0,
21584,Li Kan,1285,1245,1320,Art.China,,6.58,0,China,China,Chinese,0,
12487,Li Qingzhao,1124,1084,1151,Lit.China,,16.18,0,China,China,Chinese,1,
14611,Li Ruzhen,1803,1763,1830,Lit.China,,13.40,0,China,China,Chinese,0,
12488,Li Shangyin (Li Yishan),853,813,858,Lit.China,,29.70,0,China,China,Chinese,0,
21592,Li Sixun,691,651,716,Art.China,,30.12,0,China,China,Chinese,0,
21593,Li Song,1210,,,Art.China,,3.21,0,China,China,Chinese,0,
21594,Li Tang,1090,1050,1130,Art.China,,16.73,0,China,China,Chinese,0,
14619,Li Yu (dramatist),1651,1611,1680,Lit.China,,25.50,0,China,China,Chinese,0,
14618,Li Yu (poet),977,937,978,Lit.China,,25.43,0,China,China,Chinese,0,
21578,Li Zhaodao,715,675,741,Art.China,,6.28,0,China,China,Chinese,0,
21579,Li Zhen,800,,,Art.China,,4.89,0,China,China,Chinese,0,
21603,Liang Kai,1180,1140,1210,Art.China,,22.60,0,China,China,Chinese,0,
4967,"Libavius, Andreas",1580,1540,1616,Science,Chem,6.91,0,Germany,Germany,Germanic,0,
4968,"Libby, Willard ",1948,1908,1980,Science,Chem,6.45,0,USA,USA,USA,0,
12497,"Lie, Jonas Lauritz Idemil",1873,1833,1908,Lit.West,,5.13,0,Norway,Norway,Norwegian,0,
4972,"Lie, Marius ",1882,1842,1899,Science,Math,10.39,0,Norway,Norway,Norwegian,0,
4977,"Liebig, Justis von",1843,1803,1873,Science,Chem,31.02,1,Germany,Germany,Germanic,0,2
4977,"Liebig, Justis von",1843,1803,1873,Science,Tech,5.09,1,Germany,Germany,Germanic,0,2
12498,"Liliencron, Detlev von",1884,1844,1909,Lit.West,,4.35,0,Germany,Germany,Germanic,0,
4983,"Lilienthal, Otto",1888,1848,1896,Science,Tech,13.87,0,Germany,Germany,Jewish,0,
12501,"Lillo, George",1733,1693,1739,Lit.West,,1.31,0,Britain,Britain,English,0,
12502,"Lima, Jorge de",1933,1893,1953,Lit.West,,1.24,0,Latin Am,Latin Am,Black,0,
21612,Limbourg Brothers,1500,,,Art.West,,17.77,0,France,France,French,0,
21614,Lin Liang,1500,,,Art.China,,11.83,0,China,China,Chinese,0,
4991,"Lind, James",1756,1716,1794,Science,Medi,22.77,0,Britain,Britain,Scots,0,
4992,"Lindbergh, Charles ",1942,1902,1974,Science,Tech,9.49,0,USA,USA,USA,0,
4993,"Lindblad, Bertil",1935,1895,1965,Science,Astr,7.46,0,Sweden,Sweden,Swedish,0,
4995,"Linde, Carl von",1882,1842,1934,Science,Phys,3.46,1,Germany,Germany,Germanic,0,2
4995,"Linde, Carl von",1882,1842,1934,Science,Tech,10.49,1,Germany,Germany,Germanic,0,2
4998,"Lindemann, Carl von",1892,1852,1939,Science,Math,11.13,0,Germany,Germany,Germanic,0,
5012,"Linnaeus, Carle",1747,1707,1778,Science,Biol,59.05,0,Sweden,Sweden,Swedish,0,
5016,"Liouville, Joseph",1849,1809,1882,Science,Math,13.12,0,France,France,French,0,
21621,"Lipchitz, Jacques",1931,1891,1973,Art.West,,7.23,0,Russia,France,Jewish,0,
5018,"Lipmann, Fritz ",1939,1899,1986,Science,Biol,13.81,0,Germany,USA,Jewish,0,
5019,"Lippershey, Hans",1610,1570,1619,Science,Tech,20.52,0,Germany,Netherlands,Dutch,0,
21622,"Lippi, Filippino",1497,1457,1504,Art.West,,7.40,0,Italy,Italy,Italian,0,
21623,"Lippi, Fra Filippo",1446,1406,1469,Art.West,,8.48,0,Italy,Italy,Italian,0,
31001,Lisi,-200,,,Phil.China,,4.05,0,China,China,Chinese,0,
5028,"Lister, Joseph ",1867,1827,1912,Science,Medi,43.31,0,Britain,Britain,English,0,
5027,"Lister, Joseph J.",1826,1786,1869,Science,Biol,9.28,0,Britain,Britain,English,0,
41594,"Liszt, Franz",1851,1811,1866,Music.West,,44.99,0,Hungary,Hungary,Hungarian,0,
21629,Liu Haisu,1936,1896,1994,Art.China,,,0,China,China,Chinese,0,
5037,Liu Hui,250,,,Science,Math,4.99,0,China,China,Chinese,0,
21630,Liu Songnian,1190,1150,1225,Art.China,,7.16,0,China,China,Chinese,0,
12518,Liu Xiang,-37,-77,-6,Lit.China,,17.79,0,China,China,Chinese,0,
14631,Liu Yong,1027,987,1053,Lit.China,,16.75,0,China,China,Chinese,0,
12522,Liu Zongyuan,813,773,819,Lit.China,,40.22,0,China,China,Chinese,0,
12523,Livy (TItus Livius),-19,-59,17,Lit.West,,11.01,0,Rome,Rome,Ancient Roman,0,
5048,"Lobachevsky, Nikolay ",1832,1792,1856,Science,Math,19.41,0,Russia,Russia,Slavic,0,
41606,"Locatelli, Pietro",1735,1695,1764,Music.West,,2.07,0,Italy,Netherlands,Italian,0,
21634,"Lochner, Stephan",1450,1410,1451,Art.West,,7.51,0,Germany,Germany,Germanic,0,
31021,"Locke, John",1672,1632,1704,Phil.West,,37.01,0,Britain,Britain,English,0,
41608,"Locke, Matthew",1670,1630,1677,Music.West,,2.57,0,Britain,Britain,English,0,
5053,"Lockyer, Joseph ",1876,1836,1920,Science,Astr,14.63,0,Britain,Britain,English,0,
5054,"Lodge, Oliver ",1891,1851,1940,Science,Phys,9.88,1,Britain,Britain,English,0,2
5054,"Lodge, Oliver ",1891,1851,1940,Science,Tech,11.71,1,Britain,Britain,English,0,2
41616,"Loewe, Carl",1836,1796,1869,Music.West,,2.19,0,Germany,Germany,Germanic,0,
41615,"Loewe, Frederick",1941,1901,1988,Music.West,,1.00,0,Germany,USA,Jewish,0,
5059,"Loewi, Otto",1913,1873,1961,Science,Medi,6.09,0,Germany,Austria,Jewish,0,
5057,"Löffler, Friedrich ",1892,1852,1915,Science,Medi,21.00,0,Germany,Germany,Germanic,0,
41618,"Logroscino, Nicola",1738,1698,1765,Music.West,,1.00,0,Italy,Italy,Italian,0,
12533,"Lohenstein, Daniel von",1675,1635,1682,Lit.West,,2.94,0,Germany,Germany,Germanic,0,
12534,"Lomonosov, Mikhail",1751,1711,1765,Lit.West,,4.19,0,Russia,Russia,Slavic,0,
5071,"Lomonosov, Mikhail ",1751,1711,1765,Science,Astr,12.82,0,Russia,Russia,Slavic,0,
5072,"London, Fritz ",1940,1900,1954,Science,Phys,8.67,0,Germany,Germany,Jewish,0,
5073,"London, Heinz",1947,1907,1970,Science,Phys,5.41,0,Germany,Britain,Jewish,0,
12535,"London, Jack",1916,1876,1916,Lit.West,,4.23,0,USA,USA,USA,0,
12536,"Longfellow, Henry",1847,1807,1882,Lit.West,,6.04,0,USA,USA,USA,0,
21643,"Longhi, Pietro",1742,1702,1785,Art.West,,3.05,0,Italy,Italy,Italian,0,
12538,Longus of Lesbos,300,,,Lit.West,,4.58,0,Anc Greece,Anc Greece,Ancient Greek,0,
12539,"Lönnrot, Elias",1842,1802,1884,Lit.West,,2.61,0,Finland,Finland,Finnish,0,
14171,Lope de Vega,1602,1562,1635,Lit.West,,25.71,0,Spain,Spain,Spanish,0,
5086,"Lorentz, Hendrik ",1893,1853,1928,Science,Phys,26.28,0,Netherlands,Netherlands,Dutch,0,
5089,"Lorenz, Konrad ",1943,1903,1989,Science,Biol,13.03,0,Austria,Austria,Germanic,0,
21647,"Lorenzetti, Ambrogio",1348,1319,1348,Art.West,,14.72,0,Italy,Italy,Italian,0,
21648,"Lorenzetti, Pietro",1320,1280,1348,Art.West,,9.88,0,Italy,Italy,Italian,0,
12545,"Lorris, Guillaume de",1235,,,Lit.West,,4.71,0,France,France,French,0,
41635,"Lortzing, Albert",1841,1801,1851,Music.West,,3.72,0,Germany,Germany,Germanic,0,
5097,"Loschmidt, Johann ",1861,1821,1895,Science,Chem,5.30,0,Czech,Austria,Czech,0,
12546,"Loti, Pierre (Viaud)",1890,1850,1923,Lit.West,,5.61,0,France,France,French,0,
41637,"Lotti, Antonio",1707,1667,1740,Music.West,,2.54,0,Italy,Italy,Italian,0,
21652,"Lotto, Lorenzo",1520,1480,1556,Art.West,,8.50,0,Italy,Italy,Italian,0,
5105,"Love, Augustus",1903,1863,1940,Science,Eart,4.14,0,Britain,Britain,English,0,
12555,"Lowell, James Russell",1859,1819,1891,Lit.West,,2.30,0,USA,USA,USA,0,
5120,"Lowell, Percival",1895,1855,1916,Science,Astr,4.39,0,USA,USA,USA,0,
5123,"Lower, Richard",1671,1631,1691,Science,Medi,21.03,0,Britain,Britain,English,0,
5124,"Löwig, Carl",1843,1803,1890,Science,Chem,4.06,0,Germany,Germany,Germanic,0,
21657,Lu Ji,1517,1477,1521,Art.China,,6.43,0,China,China,Chinese,0,
21663,Lu Tanwei,450,,,Art.China,,5.65,0,China,China,Chinese,0,
31030,Lu Xiangshan,1180,1140,1192,Phil.China,,7.96,0,China,China,Chinese,0,
12560,Lu Xun (Zhao Shuren),1921,1881,1936,Lit.China,,,0,China,China,Chinese,0,
14637,Lu You,1165,1125,1210,Lit.China,,19.13,0,China,China,Chinese,0,
12559,Lu Zhaolin,700,,,Lit.China,,12.05,0,China,China,Chinese,0,
12562,Lucan,65,39,65,Lit.West,,9.96,0,Rome,Rome,Ancient Roman,0,
21665,Lucas van Leyden,1533,1494,1533,Art.West,,4.09,0,Netherlands,Belgium,Flemish,0,
12563,Lucian of Samosata,157,117,180,Lit.West,,9.57,0,Anc Greece,Anc Greece,Ancient Greek,0,
12564,Lucilius,-140,-180,-102,Lit.West,,4.38,0,Rome,Rome,Ancient Roman,0,
12565,Lucretius,-55,-94,-55,Lit.West,,12.04,1,Rome,Rome,Ancient Roman,0,2
31036,Lucretius,-55,-95,-55,Phil.West,,6.46,1,Rome,Rome,Ancient Roman,0,2
5137,"Ludwig, Karl",1856,1816,1895,Science,Biol,7.69,0,Germany,Germany,Germanic,0,
12567,"Ludwig, Otto",1853,1813,1865,Lit.West,,2.20,0,Germany,Germany,Germanic,0,
12569,"Luis de Leon, Fray",1568,1528,1591,Lit.West,,3.13,0,Spain,Spain,Spanish,0,
41651,"Lully, Jean",1672,1632,1687,Music.West,,24.34,0,Italy,France,Italian,0,
5144,Lumière Brothers,1902,1862,1954,Science,Tech,14.00,0,France,France,French,0,
12525,Luo Guanzhong (Luo Ben),1330,,1400,Lit.China,,34.11,0,China,China,Chinese,0,
31040,"Luther, Martin",1523,1483,1546,Phil.West,,3.96,1,Germany,Germany,Germanic,0,2
41659,"Luther, Martin",1523,1483,1546,Music.West,,8.76,1,Germany,Germany,Germanic,0,2
41664,"Luzzaschi, Luzzasco",1585,1545,1607,Music.West,,2.07,0,Italy,Italy,Italian,0,
5158,"Lwoff, André",1942,1902,1994,Science,Biol,4.73,0,France,France,Jewish,0,
5160,"Lyell, Charles",1837,1797,1875,Science,Eart,100.00,0,Britain,Britain,Scots,0,
12579,"Lyly, John",1594,1554,1606,Lit.West,,7.81,0,Britain,Britain,English,0,
5175,"Lyot, Bernard",1937,1897,1952,Science,Phys,1.00,0,France,France,French,0,
21678,Lysippos,-430,,,Art.West,,,0,Anc Greece,Anc Greece,Ancient Greek,0,
21681,Ma Ben (Fen),1110,,,Art.China,,3.40,0,China,China,Chinese,0,
21680,Ma Lin,1230,,,Art.China,,9.15,0,China,China,Chinese,0,
21683,Ma Yuan,1200,,,Art.China,,78.22,0,China,China,Chinese,0,
14639,Ma Zhiyuan,1266,1226,1285,Lit.China,,34.01,0,China,China,Chinese,0,
12583,"Macaulay, Thomas",1840,1800,1859,Lit.West,,3.72,0,Britain,Britain,English,0,
41676,"MacDowell, Edward",1901,1861,1908,Music.West,,3.27,0,USA,USA,USA,0,
5190,"Mach, Ernst",1878,1838,1916,Science,Phys,17.44,0,Czech,Czech,Czech,0,
12590,"Machado, Antonio",1915,1875,1939,Lit.West,,6.95,0,Spain,Spain,Spanish,0,
41679,"Machaut, Guillaume de",1340,1300,1377,Music.West,,11.79,0,France,France,French,0,
12594,"Machiavelli, Niccolo",1499,1459,1527,Lit.West,,18.00,1,Italy,Italy,Italian,0,2
31050,"Machiavelli, Niccolo",1509,1469,1527,Phil.West,,5.22,1,Italy,Italy,Italian,0,2
5193,"Macintosh, Charles",1806,1766,1842,Science,Chem,2.20,0,Britain,Britain,Scots,0,
41680,"Mackenzie, Alexander",1887,1847,1935,Music.West,,1.00,0,Britain,Britain,Scots,0,
5198,"Maclaurin, Colin",1738,1698,1746,Science,Math,26.78,0,Britain,Britain,Scots,0,
12598,"MacLeish, Archibald",1932,1892,1982,Lit.West,,1.45,0,USA,USA,USA,0,
5201,"MacLeod, Colin ",1949,1909,1972,Science,Biol,14.56,0,Canada,USA,Canadian,0,
5202,"MacLeod, John",1916,1876,1935,Science,Biol,12.67,0,Britain,Canada,Scots,0,
5203,"Maclure, William",1803,1763,1840,Science,Eart,6.06,0,Britain,USA,Scots,0,
5205,"Macmillan, Kirkpatrick",1839,,,Science,Tech,6.59,0,Britain,Britain,Scots,0,
12601,"Macpherson, James",1776,1736,1796,Lit.West,,9.16,0,Britain,Britain,Scots,0,
5208,"Macquer, Pierre",1758,1718,1784,Science,Chem,1.30,0,France,France,French,0,
11361,"Madhusudana Dutt (Datta), Michael ",1864,1824,1873,Lit.India,,,0,India,India,Indian,0,
31054,Madhva (Anandatirtha),1238,,,Phil.India,,28.10,0,India,India,Indian,0,
24048,Maeda Seison,1925,1885,1977,Art.Japan,,12.36,0,Japan,Japan,Japanese,0,
21697,"Maes, Nicolaes (Maas)",1674,1634,1693,Art.West,,1.59,0,Netherlands,Netherlands,Dutch,0,
12605,"Maeterlinck, Maurice",1902,1862,1949,Lit.West,,12.97,0,Belgium,Belgium,Flemish,0,
12606,"Maffei, Scipione",1715,1675,1755,Lit.West,,1.57,0,Italy,Italy,Italian,0,
5220,"Magendie, François",1823,1783,1855,Science,Medi,20.40,0,France,France,French,0,
12608,Magha,650,,,Lit.India,,6.29,0,India,India,Indian,0,
21700,"Magnasco, Alessandro",1707,1667,1749,Art.West,,2.63,0,Italy,Italy,Italian,0,
21703,"Magritte, Rene",1938,1898,1967,Art.West,,11.00,0,Belgium,Belgium,Flemish,0,
41690,"Mahler, Gustave",1900,1860,1911,Music.West,,23.15,0,Czech,Austria,Jewish,0,
21705,"Maillol, Aristide",1901,1861,1944,Art.West,,6.88,0,France,France,French,0,
31062,"Maimonides, Moses",1175,1135,1204,Phil.West,,6.45,0,Spain,Spain,Jewish,0,
21708,"Maitani, Lorenzo",1315,1275,1330,Art.West,,4.33,0,Italy,Italy,Italian,0,
21710,"Malevich, Kasimir",1918,1878,1935,Art.West,,14.63,0,Russia,Russia,Slavic,0,
12619,"Malherbe, François de",1595,1555,1628,Lit.West,,10.21,0,France,France,French,0,
41706,"Malipiero, Gian",1922,1882,1973,Music.West,,5.03,0,Italy,Italy,Italian,0,
12621,"Mallarme, Stéphane",1882,1842,1898,Lit.West,,21.14,0,France,France,French,0,
5270,"Mallet, Robert",1850,1810,1881,Science,Eart,4.52,0,Britain,Britain,English,0,
12626,"Malory, Thomas",1470,,,Lit.West,,2.98,0,Britain,Britain,English,0,
21711,"Malouel, Jean",1400,,,Art.West,,2.55,0,Netherlands,Netherlands,Dutch,0,
5274,"Malpighi, Marcello",1668,1628,1694,Science,Biol,44.87,0,Italy,Italy,Italian,0,
12627,"Malraux, Andre",1941,1901,1976,Lit.West,,7.29,0,France,France,French,0,
5278,"Malus, Étienne",1812,1775,1812,Science,Phys,14.66,0,France,France,French,0,
31070,Mandanamisra,40,690,,Phil.India,,2.97,0,India,India,Indian,0,
12630,"Mandelstam, Osip",1932,1892,1938,Lit.West,,2.29,0,Russia,Russia,Jewish,0,
12631,"Mandeville, Bernard",1710,1670,1733,Lit.West,,0.62,0,Netherlands,Britain,Dutch,0,
41711,"Manelli, Francesco",1634,1594,1667,Music.West,,1.03,0,Italy,Italy,Italian,0,
21714,"Manet, Edouard",1872,1832,1883,Art.West,,33.52,0,France,France,French,0,
31073,Manichaeus,256,216,276,Phil.West,,5.02,0,Rome,Rome,Ancient Roman,0,
12636,"Mann, Heinrich",1911,1871,1950,Lit.West,,4.25,0,Germany,Germany,Germanic,0,
12637,"Mann, Thomas",1915,1875,1955,Lit.West,,18.45,0,Germany,Germany,Germanic,0,
12640,"Mansfield, Katherine",1923,1888,1923,Lit.West,,2.83,0,New Zealand,Britain,New Zealand,1,
5290,"Manson, Patrick",1884,1844,1922,Science,Medi,14.50,0,Britain,Britain,Scots,0,
21721,"Mantegna, Andrea",1471,1431,1506,Art.West,,29.52,0,Italy,Italy,Italian,0,
5293,"Mantell, Gideon ",1830,1790,1852,Science,Eart,13.11,0,Britain,Britain,English,0,
12643,"Manzoni, Alessandro",1825,1785,1873,Lit.West,,12.76,0,Italy,Italy,Italian,0,
12644,Mao Dun (Shen Yabing),1936,1896,1981,Lit.China,,,0,China,China,Chinese,0,
41719,"Marazzoli, Marco",1642,1602,1662,Music.West,,1.00,0,Italy,Italy,Italian,0,
21727,"Marc, Franz",1916,1880,1916,Art.West,,8.67,0,Germany,Germany,Germanic,0,
41722,"Marcello, Benedetto",1726,1686,1739,Music.West,,3.19,0,Italy,Italy,Italian,0,
5310,"Marconi, Guglielmo",1914,1874,1937,Science,Tech,49.89,0,Italy,Italy,Italian,0,
12655,Marcus Aurelius,161,121,180,Lit.West,,8.62,1,Rome,Rome,Ancient Roman,0,2
31081,Marcus Aurelius,161,121,180,Phil.West,,4.36,1,Rome,Rome,Ancient Roman,0,2
21729,"Marees, Hans von",1877,1837,1887,Art.West,,1.50,0,Germany,Germany,Germanic,0,
41729,"Marenzio, Luca",1593,1553,1599,Music.West,,5.80,0,Italy,Italy,Italian,0,
12659,Margaret of Angouleme,1532,1492,1549,Lit.West,,6.90,0,Spain,Spain,Spanish,1,
5318,"Marggraf, Andreas ",1749,1709,1782,Science,Chem,6.07,0,Germany,Germany,Germanic,0,
12662,Marie de France,1175,,,Lit.West,,6.59,0,France,France,French,1,
5322,"Marignac, Jean de",1857,1817,1894,Science,Chem,7.23,0,Switzerland,Switzerland,French,0,
12663,"Marinetti, Filippo",1916,1876,1944,Lit.West,,3.57,0,Italy,Italy,Italian,0,
41730,"Marini, Biagio",1627,1587,1665,Music.West,,2.34,0,Italy,Germany,Italian,0,
12664,"Marino, Giovan",1609,1569,1625,Lit.West,,7.81,0,Italy,Italy,Italian,0,
5328,"Mariotte, Edme",1660,1620,1684,Science,Science,,0,France,France,French,0,
12666,"Marivaux, Pierre de",1728,1688,1763,Lit.West,,13.51,0,France,France,French,0,
5333,"Markov, Andrei ",1896,1856,1922,Science,Math,7.33,0,Russia,Russia,Slavic,0,
5334,"Markovnikov, Vladimir",1878,1838,1904,Science,Chem,3.20,0,Russia,Russia,Slavic,0,
12668,"Marlowe, Christopher",1593,1564,1593,Lit.West,,14.70,0,Britain,Britain,English,0,
12671,"Marmontel, Jean",1763,1723,1799,Lit.West,,3.25,0,France,France,French,0,
12672,"Marot, Clément",1536,1496,1544,Lit.West,,5.45,0,France,France,French,0,
12673,"Marquand, John",1933,1893,1960,Lit.West,,1.74,0,USA,USA,USA,0,
41735,"Marschner, Heinrich",1835,1795,1861,Music.West,,4.26,0,Germany,Germany,Germanic,0,
5340,"Marsden, Ernst",1929,1889,1970,Science,Phys,10.35,0,Britain,New Zealand,English,0,
12680,"Martial, Marcus",80,40,104,Lit.West,,6.81,0,Rome,Rome,Ancient Roman,0,
12681,"Martin du Gard, Roger ",1921,1881,1958,Lit.West,,6.48,0,France,France,French,0,
5353,"Martin, Archer",1949,1910,,Science,Biol,13.26,0,Britain,Britain,English,0,
41739,"Martin, Frank",1930,1890,1974,Music.West,,3.40,0,Switzerland,Switzerland,French,0,
41748,"Martinu, Bohuslav",1930,1890,1959,Music.West,,3.30,0,Czech,Czech,Czech,0,
22015,Maruyama Okyo ,1773,1733,1795,Art.Japan,,33.92,0,Japan,Japan,Japanese,0,
12690,"Marvell, Andrew",1661,1621,1678,Lit.West,,3.87,0,Britain,Britain,English,0,
21752,Masaccio (Cassai),1428,1401,1428,Art.West,,40.63,0,Italy,Italy,Italian,0,
41753,"Mascagni, Pietro",1903,1863,1945,Music.West,,3.07,0,Italy,Italy,Italian,0,
12695,"Masefield, John",1918,1878,1967,Lit.West,,2.26,0,Britain,Britain,English,0,
5382,"Maskelyne, Nevil",1772,1732,1811,Science,Astr,2.10,1,Britain,Britain,English,0,2
5382,"Maskelyne, Nevil",1772,1732,1811,Science,Tech,6.20,1,Britain,Britain,English,0,2
21758,Masolino da Panicale,1423,1383,1447,Art.West,,6.57,0,Italy,Italy,Italian,0,
41760,"Massenet, Jules ",1882,1842,1912,Music.West,,8.53,0,France,France,French,0,
12699,"Massinger, Philip",1623,1583,1640,Lit.West,,2.17,0,Britain,Britain,English,0,
21760,"Masson, Andre",1936,1896,1987,Art.West,,3.22,0,France,France,French,0,
21763,"Massys, Quentin",1505,1465,1530,Art.West,,1.46,0,Belgium,Belgium,Dutch,0,
21764,Master Bertram of Minden,1385,1345,1415,Art.West,,1.00,0,Germany,Germany,Germanic,0,
21766,Master Francke,1420,,,Art.West,,1.47,0,Germany,Germany,Germanic,0,
21770,Master of Flemalle ,1415,1375,1444,Art.West,,10.14,0,Belgium,Belgium,Flemish,0,
